,informant,start,end,filename,corpus,text,gender,age,age_group
04072022_MLI1941_Melikhovskaya-129784-132667,tx@MLI1941,129.784,132.667,audio_files/04072022_MLI1941_Melikhovskaya-129784-132667.wav,don_rnd,"На зоотехников, вот. ",,,
Sib_06-f_32.74_36.83,Sib_06-f,32.74,36.83,./trimmed/Sib_06-f_32.74_36.83.wav,standart,"∙∙∙∙ и ∙∙ ’’ в этот момент ∙∙∙ запну-улась,",f,41.0,middle
04072022_TNG1957_Melikhovskaya-4502906-4504666,TNG1957,4502.906,4504.666,audio_files/04072022_TNG1957_Melikhovskaya-4502906-4504666.wav,don_rnd,С домом культуры в шестилетке. ,,,
20180619_vav1949-205800-206531,Interviewer,205.8,206.531,audio_files/20180619_vav1949-205800-206531.wav,standart,А что=,,,
Keba_MAS1916_2-2186218-2188759,MAS1916,2186.218,2188.759,audio_files/Keba_MAS1916_2-2186218-2188759.wav,keba,"Там большая река, а это вот Кеба речка.  ",,,
20180618_zii1932_a-2239307-2242092,зии1932,2239.307,2242.092,audio_files/20180618_zii1932_a-2239307-2242092.wav,opochka,столовая - всё было в колхозе уже.,,,
04072022_TNG1957_Melikhovskaya-5013580-5014787,TNG1957,5013.58,5014.787,audio_files/04072022_TNG1957_Melikhovskaya-5013580-5014787.wav,don_rnd,Мать или отец. ,,,
020721_VIK1941_Razdorskaya-6388864-6395164,Activity,6388.864,6395.164,audio_files/020721_VIK1941_Razdorskaya-6388864-6395164.wav,don_rnd,Молчание ,,,
Keba_KMV1919-3423248-3427349,KMV1919,3423.248,3427.349,audio_files/Keba_KMV1919-3423248-3427349.wav,keba,"и эти чураки, где сдавали паромы, у нас тут не приняли,  ",,,
20180618_enm1930-34958-36401,енм1930,34.958,36.401,audio_files/20180618_enm1930-34958-36401.wav,opochka,Это...,,,
020721_VIK1941_Razdorskaya-864897-871068,VIK1941,864.897,871.068,audio_files/020721_VIK1941_Razdorskaya-864897-871068.wav,don_rnd,"Она было пекла хлеб девчата радистки,  ",,,
020721_VIK1941_Razdorskaya-335055-338168,Interviewer,335.055,338.168,audio_files/020721_VIK1941_Razdorskaya-335055-338168.wav,standart,Испуг - это что? ,,,
Keba_MAS1916_2-2669575-2675255,MAS1916,2669.575,2675.255,audio_files/Keba_MAS1916_2-2669575-2675255.wav,keba,"Зовёт-зовёт нас в гости, придите-придите, придем - Матрёна в огород, сама убежит куды
         ле уж,  ",,,
Sib_09-m_80.22_82.08,Sib_09-m,80.22,82.08,./trimmed/Sib_09-m_80.22_82.08.wav,standart,"∙∙∙ и-и хочешь не хочешь,,,",m,41.0,middle
Sib_01-f_64.59_65.95,Sib_01-f,64.59,65.95,./trimmed/Sib_01-f_64.59_65.95.wav,standart,"∙∙∙ В-вотə,",f,19.0,young
Sib_07-f_92.97_94.96,Sib_07-f,92.97,94.96,./trimmed/Sib_07-f_92.97_94.96.wav,standart,"что-о ∙∙ из воды из водоемов не пить,",f,42.0,middle
Keba_MAS1916_2-2092841-2099437,MAS1916,2092.841,2099.437,audio_files/Keba_MAS1916_2-2092841-2099437.wav,keba,"Да, за за полями, текёт, и вытекает тут, а вы мост видели тут? Зарыт? Не ходили? ",,,
20180618_zii1932_a-6509227-6512947,зии1932,6509.227,6512.947,audio_files/20180618_zii1932_a-6509227-6512947.wav,opochka,"Я же говорю, только пожили при одном Брежневе, а так",,,
Sib_01-f_59.96_61.34,Sib_01-f,59.96,61.34,./trimmed/Sib_01-f_59.96_61.34.wav,standart,"мы наконец-то дошли до того места,",f,19.0,young
Sib_12-f_80.53_82.51,Sib_12-f,80.53,82.51,./trimmed/Sib_12-f_80.53_82.51.wav,standart,"∙∙ мы смотрели себе под ноги,",f,55.0,elderly
20180618_zii1932_a-125069-128876,зии1932,125.069,128.876,audio_files/20180618_zii1932_a-125069-128876.wav,opochka,"Это было в колхозе такая самосвал,",,,
04072022_TNG1957_Melikhovskaya-2922819-2924999,TNG1957,2922.819,2924.999,audio_files/04072022_TNG1957_Melikhovskaya-2922819-2924999.wav,don_rnd,Дальше уже поехали они это. ,,,
Keba_MAS1916_2-1460547-1468096,MAS1916,1460.547,1468.096,audio_files/Keba_MAS1916_2-1460547-1468096.wav,keba,"дак вот я осталась годовая, год только сполнился, и он помер, я годовая осталась.
          ",,,
020721_VIK1941_Razdorskaya-1397607-1400414,Interviewer,1397.607,1400.414,audio_files/020721_VIK1941_Razdorskaya-1397607-1400414.wav,standart,Не видала ,,,
20180618_zii1932_a-5664392-5667533,зии1932,5664.392,5667.533,audio_files/20180618_zii1932_a-5664392-5667533.wav,opochka,косят - кон= (коню) лошади-то надо же.,,,
Keba_MAS1916_2-3278804-3282239,MAS1916,3278.804,3282.239,audio_files/Keba_MAS1916_2-3278804-3282239.wav,keba,"Нет, большую печь не топила и маленькая не топлена.  ",,,
04072022_MLI1941_Melikhovskaya-2931120-2933480,Interviewer,2931.12,2933.48,audio_files/04072022_MLI1941_Melikhovskaya-2931120-2933480.wav,standart,"Ну, так там чтобы никто не ходил? ",,,
04072022_TNG1957_Melikhovskaya-3274373-3277833,TNG1957,3274.373,3277.833,audio_files/04072022_TNG1957_Melikhovskaya-3274373-3277833.wav,don_rnd,"И в конце апреля приходит газета-районка, пишут. ",,,
Keba_MAS1916_2-549465-555954,MAS1916,549.465,555.954,audio_files/Keba_MAS1916_2-549465-555954.wav,keba,"в тот день и сгорел. А ветер-то был вот эдак, вот эк наискоски, вот эк был ветер-то.
          ",,,
04072022_TNG1957_Melikhovskaya-7418533-7422366,TNG1957,7418.533,7422.366,audio_files/04072022_TNG1957_Melikhovskaya-7418533-7422366.wav,don_rnd,а кошка у меня вот такая трехцветная была. ,,,
Keba_KMV1919-2769539-2773883,KMV1919,2769.539,2773.883,audio_files/Keba_KMV1919-2769539-2773883.wav,keba,"с дедком Данилом ездили на свадьбу, так мы девять дён там жили,  ",,,
Keba_KMV1919-498329-507435,KMV1919,498.329,507.435,audio_files/Keba_KMV1919-498329-507435.wav,keba,"А на скотном-то, да, дак вот и больше воскресенье придет, да праздники придут, дак
         ведь и надь и какие ле шанёжки испекчи!  ",,,
04072022_TNG1957_Melikhovskaya-5465266-5466713,TNG1957,5465.266,5466.713,audio_files/04072022_TNG1957_Melikhovskaya-5465266-5466713.wav,don_rnd,Но мы ходили тайно. ,,,
20180619_vav1949-177669-179993,Interviewer,177.669,179.993,audio_files/20180619_vav1949-177669-179993.wav,standart,"Ну, а Вы (?) здесь не ходите к врачам?",,,
020721_VIK1941_Razdorskaya-603011-607852,VIK1941,603.011,607.852,audio_files/020721_VIK1941_Razdorskaya-603011-607852.wav,don_rnd,"А мамка говорит: мамаш, где вы взяли? – Дочечка, разгружай,  ",,,
Keba_MAS1916_2-2357220-2358287,Interviewer,2357.22,2358.287,audio_files/Keba_MAS1916_2-2357220-2358287.wav,standart,Ага. ,,,
20180618_enm1930-1708548-1709761,енм1930,1708.548,1709.761,audio_files/20180618_enm1930-1708548-1709761.wav,opochka,Конечно.,,,
20180618_zii1932_a-2803708-2805522,зии1932,2803.708,2805.522,audio_files/20180618_zii1932_a-2803708-2805522.wav,opochka,"Сейчас-то только автолавка-от,",,,
Keba_MAS1916_2-1624946-1627113,Interviewer,1624.946,1627.113,audio_files/Keba_MAS1916_2-1624946-1627113.wav,standart,Ну. А день рождения когда?  ,,,
20180618_zii1932_a-7132529-7134676,зии1932,7132.529,7134.676,audio_files/20180618_zii1932_a-7132529-7134676.wav,opochka,"Там, в Белках",,,
04072022_TNG1957_Melikhovskaya-5640086-5643633,TNG1957,5640.086,5643.633,audio_files/04072022_TNG1957_Melikhovskaya-5640086-5643633.wav,don_rnd,"Спас преображения называется, это вот наша церковь Преображенская. ",,,
20180618_zii1932_a-4574846-4576001,зии1932,4574.846,4576.001,audio_files/20180618_zii1932_a-4574846-4576001.wav,opochka,так что...,,,
20180618_zii1932_a-1873274-1876891,зии1932,1873.274,1876.891,audio_files/20180618_zii1932_a-1873274-1876891.wav,opochka,"Ну, тут что-т= что-то не того пошло опять,",,,
04072022_TNG1957_Melikhovskaya-2394310-2397650,TNG1957,2394.31,2397.65,audio_files/04072022_TNG1957_Melikhovskaya-2394310-2397650.wav,don_rnd,Привезут каравайнички. ,,,
Keba_KMV1919-2009471-2014772,KMV1919,2009.471,2014.772,audio_files/Keba_KMV1919-2009471-2014772.wav,keba,"хозяйка приходит, у хозяйки просим чугунок, печь топится русская, ",,,
20180618_zii1932_a-4654183-4657016,зии1932,4654.183,4657.016,audio_files/20180618_zii1932_a-4654183-4657016.wav,opochka,"вот которые жили здесь,",,,
04072022_MLI1941_Melikhovskaya-1437580-1441683,tx@MLI1941,1437.58,1441.683,audio_files/04072022_MLI1941_Melikhovskaya-1437580-1441683.wav,don_rnd,"Просят прощения и у родителей, и у детей там вот. ",,,
20180619_vav1949-909195-914188,вав1949,909.195,914.188,audio_files/20180619_vav1949-909195-914188.wav,opochka,"Как туда не влезет, через как, никак, а вот открыл, почистил, опять закрыл.",,,
20180618_zii1932_a-4089471-4092190,зии1932,4089.471,4092.19,audio_files/20180618_zii1932_a-4089471-4092190.wav,opochka,"деревянный, она захотела деревянного дома.  ",,,
20180618_zii1932_a-985832-989313,зии1932,985.832,989.313,audio_files/20180618_zii1932_a-985832-989313.wav,opochka,"Всё некогда, надо скорее сделал и пошёл.",,,
Sib_15-f_7.14_7.84,Sib_15-f,7.14,7.84,./trimmed/Sib_15-f_7.14_7.84.wav,standart,"я была маленькая,",f,70.0,elderly
20180618_enm1930-2436183-2439379,енм1930,2436.183,2439.379,audio_files/20180618_enm1930-2436183-2439379.wav,opochka,Да и прошлом году уже дорого.,,,
20180618_zii1932_a-2062615-2063232,зии1932,2062.615,2063.232,audio_files/20180618_zii1932_a-2062615-2063232.wav,opochka,<нрзб>,,,
20180618_enm1930-357165-358871,Interviewer,357.165,358.871,audio_files/20180618_enm1930-357165-358871.wav,standart,А в Матюшкино-то есть.,,,
04072022_TNG1957_Melikhovskaya-8556567-8558320,TNG1957,8556.567,8558.32,audio_files/04072022_TNG1957_Melikhovskaya-8556567-8558320.wav,don_rnd,Ну чего тебе надо? ,,,
20180618_enm1930-167956-168472,енм1930,167.956,168.472,audio_files/20180618_enm1930-167956-168472.wav,opochka,А.,,,
04072022_TNG1957_Melikhovskaya-4035953-4036966,TNG1957,4035.953,4036.966,audio_files/04072022_TNG1957_Melikhovskaya-4035953-4036966.wav,don_rnd,Грузись. ,,,
Keba_MAS1916_2-2248483-2253588,MAS1916,2248.483,2253.588,audio_files/Keba_MAS1916_2-2248483-2253588.wav,keba,"а ноне боле тут дороги дорогу мост зарыли, да там мост зарыли,  ",,,
Keba_MAS1916_2-3106710-3108689,MAS1916,3106.71,3108.689,audio_files/Keba_MAS1916_2-3106710-3108689.wav,keba,Вот это у меня подружка-то была.  ,,,
Sib_16-m_94.69_97.14,Sib_16-m,94.69,97.14,./trimmed/Sib_16-m_94.69_97.14.wav,standart,∙∙∙ Уже было-о мне девятнадцать лет.,m,69.0,elderly
Keba_KMV1919-3456142-3462615,KMV1919,3456.142,3462.615,audio_files/Keba_KMV1919-3456142-3462615.wav,keba,"вода пришла, и чураки-то у нас, как ишь успели мы схватить-то, либо добрые люди пособили,
         не знаем,  ",,,
20180618_zii1932_a-2195115-2196917,зии1932,2195.115,2196.917,audio_files/20180618_zii1932_a-2195115-2196917.wav,opochka,Ельцин проплясал,,,
Keba_KMV1919-2823925-2826259,KMV1919,2823.925,2826.259,audio_files/Keba_KMV1919-2823925-2826259.wav,keba,Ваня! Не стукайся немножко!  ,,,
20180618_enm1930-2771965-2774221,енм1930,2771.965,2774.221,audio_files/20180618_enm1930-2771965-2774221.wav,opochka,Ой-ой-ой.,,,
20180618_zii1932_a-5107444-5109392,зии1932,5107.444,5109.392,audio_files/20180618_zii1932_a-5107444-5109392.wav,opochka,"похоже на масло,",,,
020721_VIK1941_Razdorskaya-1323283-1329045,VIK1941,1323.283,1329.045,audio_files/020721_VIK1941_Razdorskaya-1323283-1329045.wav,don_rnd,"а дети, детвора на хлысточку, у кого длиньше,  ",,,
Keba_MAS1916_2-2683820-2684763,MAS1916,2683.82,2684.763,audio_files/Keba_MAS1916_2-2683820-2684763.wav,keba,Дак вот.  ,,,
04072022_TNG1957_Melikhovskaya-2428910-2431400,TNG1957,2428.91,2431.4,audio_files/04072022_TNG1957_Melikhovskaya-2428910-2431400.wav,don_rnd,"Тут еще и у Аллы, как  у меня, фотография эта. ",,,
Keba_MAS1916_2-3501175-3502820,MVG1911,3501.175,3502.82,audio_files/Keba_MAS1916_2-3501175-3502820.wav,keba,"А двери, может, не вплоть.  ",,,
04072022_MLI1941_Melikhovskaya-2788620-2789300,Interviewer,2788.62,2789.3,audio_files/04072022_MLI1941_Melikhovskaya-2788620-2789300.wav,standart,Угу. ,,,
04072022_TNG1957_Melikhovskaya-204130-205740,TNG1957,204.13,205.74,audio_files/04072022_TNG1957_Melikhovskaya-204130-205740.wav,don_rnd,"Ага, сейчас расскажу. ",,,
Keba_KMV1919-1872410-1880206,KMV1919,1872.41,1880.206,audio_files/Keba_KMV1919-1872410-1880206.wav,keba,"и они, пинежана, когда добром, когда лихом нас, когда мы их выпросим, а когда и украдем.
          ",,,
Keba_KMV1919-997714-1008257,KMV1919,997.714,1008.257,audio_files/Keba_KMV1919-997714-1008257.wav,keba,"и вот так его и спустят в воду, заколотят колье, чтобы оно не вынырнуло, и оно там
         мокнет две недели.  ",,,
04072022_TNG1957_Melikhovskaya-6683019-6689193,TNG1957,6683.019,6689.193,audio_files/04072022_TNG1957_Melikhovskaya-6683019-6689193.wav,don_rnd,"И он ее обувал, ну там, тапочки или туфли, что договаривались, покупал-обувал нев=
         это, тещу. ",,,
20180619_vav1949-893339-894151,Interviewer,893.339,894.151,audio_files/20180619_vav1949-893339-894151.wav,standart,Щит?,,,
Keba_KMV1919-1193084-1209397,KMV1919,1193.084,1209.397,audio_files/Keba_KMV1919-1193084-1209397.wav,keba,"а вёшна-то ноченька короткая, да не пил бы ты, Данил, до пьяна, да не пропил бы ты
         с себя кафтана, да с Марьи-души сарафана, да не стали бы люди смеяться, что не в чем
         Марии одеться, да Васильевны разгуляться.  ",,,
20180618_zii1932_a-4168830-4169743,зии1932,4168.83,4169.743,audio_files/20180618_zii1932_a-4168830-4169743.wav,opochka,под окном,,,
04072022_MLI1941_Melikhovskaya-1559196-1563211,Interviewer,1559.196,1563.211,audio_files/04072022_MLI1941_Melikhovskaya-1559196-1563211.wav,standart,"У вас здесь постоянно, я слышала, готовят рыбу, да? ",,,
Keba_MAS1916_2-752691-756158,MAS1916,752.691,756.158,audio_files/Keba_MAS1916_2-752691-756158.wav,keba,Я так болела. У меня была оспа на лице.  ,,,
